术语	词频	归一化权重	累积权重
茶叶	25	0.0002	0.5982
病灶	25	0.0002	0.5984
诱饵	25	0.0002	0.5986
干扰素	25	0.0002	0.5987
机械	25	0.0002	0.5989
氏杆菌	25	0.0002	0.5991
核型	25	0.0002	0.5993
肺脏	25	0.0002	0.5995
库蚊	25	0.0002	0.5997
氧化应激	25	0.0002	0.5999
程度	25	0.0002	0.6001
日照	25	0.0002	0.6002
前列腺	25	0.0002	0.6004
球囊	25	0.0002	0.6006
新药	25	0.0002	0.6008
趋化因子	25	0.0002	0.6010
菠萝	25	0.0002	0.6012
心肌病	25	0.0002	0.6014
时代	25	0.0002	0.6015
属性	25	0.0002	0.6017
会议	25	0.0002	0.6019
芒果	25	0.0002	0.6021
价值	25	0.0002	0.6023
耐盐性	25	0.0002	0.6025
流行病学	25	0.0002	0.6027
雄性	25	0.0002	0.6029
霉素	25	0.0002	0.6030
类脂	25	0.0002	0.6032
功效	25	0.0002	0.6034
等位	25	0.0002	0.6036
进化树	25	0.0002	0.6038
生物钟	25	0.0002	0.6040
镰刀	25	0.0002	0.6042
老年人	25	0.0002	0.6044
遗传变异	25	0.0002	0.6045
耐受性	25	0.0002	0.6047
肾脏病	25	0.0002	0.6049
成骨	24	0.0002	0.6051
肌肉组织	24	0.0002	0.6053
针刺	24	0.0002	0.6055
单元	24	0.0002	0.6056
影像学	24	0.0002	0.6058
月龄	24	0.0002	0.6060
铜绿	24	0.0002	0.6062
芍药	24	0.0002	0.6064
雌蕊	24	0.0002	0.6065
大麻	24	0.0002	0.6067
功能性	24	0.0002	0.6069
盐碱	24	0.0002	0.6071
上皮	24	0.0002	0.6072
仔猪	24	0.0002	0.6074
向日葵	24	0.0002	0.6076
肺纤维化	24	0.0002	0.6078
病因	24	0.0002	0.6080
大斑	24	0.0002	0.6081
花椒	24	0.0002	0.6083
灵敏度	24	0.0002	0.6085
哺乳动物	24	0.0002	0.6087
磷脂	24	0.0002	0.6089
学会	24	0.0002	0.6090
赖氨酸	24	0.0002	0.6092
毛色	24	0.0002	0.6094
免疫治疗	24	0.0002	0.6096
动植物	24	0.0002	0.6098
分类学	24	0.0002	0.6099
内源性	24	0.0002	0.6101
雄蕊	24	0.0002	0.6103
方向	24	0.0002	0.6105
产业	24	0.0002	0.6107
果胶	24	0.0002	0.6108
胆固醇	24	0.0002	0.6110
农药	24	0.0002	0.6112
中文	24	0.0002	0.6114
摄食	24	0.0002	0.6116
亲水性	24	0.0002	0.6117
家蝇	24	0.0002	0.6119
辅酶	23	0.0002	0.6121
物理	23	0.0002	0.6123
骨髓	23	0.0002	0.6124
成花	23	0.0002	0.6126
宫颈	23	0.0002	0.6128
程序	23	0.0002	0.6129
棉纤维	23	0.0002	0.6131
块根	23	0.0002	0.6133
油茶	23	0.0002	0.6135
分生孢子	23	0.0002	0.6136
粒细胞	23	0.0002	0.6138
光合作用	23	0.0002	0.6140
细胞膜	23	0.0002	0.6142
注意力	23	0.0002	0.6143
头部	23	0.0002	0.6145
黄酮醇	23	0.0002	0.6147
成熟期	23	0.0002	0.6148
树种	23	0.0002	0.6150
侧翼序列	23	0.0002	0.6152
水分	23	0.0002	0.6154
名称	23	0.0002	0.6155
地质	23	0.0002	0.6157
器件	23	0.0002	0.6159
函数	23	0.0002	0.6160
分析方法	23	0.0002	0.6162
关键词	23	0.0002	0.6164
人员	23	0.0002	0.6166
葡萄球菌	23	0.0002	0.6167
学报	23	0.0002	0.6169
花序	23	0.0002	0.6171
记录	23	0.0002	0.6173
污染物	23	0.0002	0.6174
量子	23	0.0002	0.6176
脑区	22	0.0002	0.6178
对象	22	0.0002	0.6179
白粉	22	0.0002	0.6181
明显降低	22	0.0002	0.6183
唾液	22	0.0002	0.6184
药材	22	0.0002	0.6186
萝卜	22	0.0002	0.6187
感染者	22	0.0002	0.6189
生产	22	0.0002	0.6191
耦合	22	0.0002	0.6192
药效	22	0.0002	0.6194
免疫调节	22	0.0002	0.6196
原位	22	0.0002	0.6197
主动脉	22	0.0002	0.6199
鳞茎	22	0.0002	0.6201
活性氧	22	0.0002	0.6202
配体	22	0.0002	0.6204
酸性	22	0.0002	0.6206
乙醇	22	0.0002	0.6207
短柄	22	0.0002	0.6209
典型	22	0.0002	0.6211
油棕	22	0.0002	0.6212
选择性	22	0.0002	0.6214
生物化学	22	0.0002	0.6215
测试	22	0.0002	0.6217
溶液	22	0.0002	0.6219
酯酶	22	0.0002	0.6220
起源	22	0.0002	0.6222
机理	22	0.0002	0.6224
血小板	22	0.0002	0.6225
个体化	22	0.0002	0.6227
食物	22	0.0002	0.6229
拷贝数	22	0.0002	0.6230
酰基	22	0.0002	0.6232
胶乳	22	0.0002	0.6234
内源	22	0.0002	0.6235
酵母菌	22	0.0002	0.6237
疗法	22	0.0002	0.6238
标志	22	0.0002	0.6240
高脂	21	0.0002	0.6242
枯萎病	21	0.0002	0.6243
乙型肝炎	21	0.0002	0.6245
藻类	21	0.0002	0.6246
菜豆	21	0.0002	0.6248
血流	21	0.0002	0.6250
均值	21	0.0002	0.6251
中华按蚊	21	0.0002	0.6253
受试者	21	0.0002	0.6254
肿瘤发生	21	0.0002	0.6256
光盘版	21	0.0002	0.6257
青稞	21	0.0002	0.6259
生育	21	0.0002	0.6261
结局	21	0.0002	0.6262
甲状腺癌	21	0.0002	0.6264
比值	21	0.0002	0.6265
菊花	21	0.0002	0.6267
水曲柳	21	0.0002	0.6268
成骨细胞	21	0.0002	0.6270
地方	21	0.0002	0.6272
生理功能	21	0.0002	0.6273
电化学	21	0.0002	0.6275
碱性	21	0.0002	0.6276
遗传性	21	0.0002	0.6278
医院	21	0.0002	0.6279
内容	21	0.0002	0.6281
母贝	21	0.0002	0.6283
水气	21	0.0002	0.6284
阈值	21	0.0002	0.6286
监督	21	0.0002	0.6287
平滑肌	21	0.0002	0.6289
樱桃	21	0.0002	0.6290
分类器	21	0.0002	0.6292
原性	21	0.0002	0.6294
变形	21	0.0002	0.6295
红色	21	0.0002	0.6297
空间结构	21	0.0002	0.6298
单体	21	0.0002	0.6300
精氨酸	21	0.0002	0.6301
脂蛋白	21	0.0002	0.6303
酪氨酸	21	0.0002	0.6305
全国	21	0.0002	0.6306
糖苷	20	0.0001	0.6308
生物膜	20	0.0001	0.6309
流域	20	0.0001	0.6311
电极	20	0.0001	0.6312
水解酶	20	0.0001	0.6314
离子通道	20	0.0001	0.6315
药用	20	0.0001	0.6317
感染率	20	0.0001	0.6318
桐子	20	0.0001	0.6320
指南	20	0.0001	0.6321
苗期	20	0.0001	0.6323
气孔	20	0.0001	0.6324
语言	20	0.0001	0.6326
组织化学	20	0.0001	0.6327
松材	20	0.0001	0.6329
肺泡	20	0.0001	0.6330
单核细胞	20	0.0001	0.6332
茄子	20	0.0001	0.6333
重度	20	0.0001	0.6335
空白	20	0.0001	0.6336
步态	20	0.0001	0.6338
乳头状	20	0.0001	0.6339
脂肪体	20	0.0001	0.6341
外囊	20	0.0001	0.6342
花芽分化	20	0.0001	0.6344
血瘀	20	0.0001	0.6345
区段	20	0.0001	0.6346
传感	20	0.0001	0.6348
花叶病毒	20	0.0001	0.6349
球形	20	0.0001	0.6351
速率	20	0.0001	0.6352
杂志	20	0.0001	0.6354
物理学	20	0.0001	0.6355
变态	20	0.0001	0.6357
草菇	20	0.0001	0.6358
分数	20	0.0001	0.6360
抗坏血酸	20	0.0001	0.6361
类化合物	20	0.0001	0.6363
瘤胃	20	0.0001	0.6364
无乳	20	0.0001	0.6366
胚乳	20	0.0001	0.6367
碳水化合物	20	0.0001	0.6369
禾本科	20	0.0001	0.6370
模体	20	0.0001	0.6372
外科	20	0.0001	0.6373
能量	20	0.0001	0.6375
草鱼	20	0.0001	0.6376
组织学	20	0.0001	0.6378
速度	20	0.0001	0.6379
质膜	20	0.0001	0.6381
花色素	20	0.0001	0.6382
遗传信息	20	0.0001	0.6384
偏振	20	0.0001	0.6385
生活	20	0.0001	0.6387
小菜蛾	19	0.0001	0.6388
原基	19	0.0001	0.6390
脱羧酶	19	0.0001	0.6391
骨关节炎	19	0.0001	0.6393
梭菌	19	0.0001	0.6394
月份	19	0.0001	0.6395
体重	19	0.0001	0.6397
寿命	19	0.0001	0.6398
规律	19	0.0001	0.6400
综合	19	0.0001	0.6401
硬化	19	0.0001	0.6403
晶体	19	0.0001	0.6404
焦磷酸	19	0.0001	0.6405
供体	19	0.0001	0.6407
细菌性	19	0.0001	0.6408
层面	19	0.0001	0.6410
芝麻	19	0.0001	0.6411
焦亡	19	0.0001	0.6412
吲哚	19	0.0001	0.6414
新冠	19	0.0001	0.6415
血细胞	19	0.0001	0.6417
倍半萜	19	0.0001	0.6418
文心	19	0.0001	0.6420
患病	19	0.0001	0.6421
区长	19	0.0001	0.6422
启动	19	0.0001	0.6424
交叉科学	19	0.0001	0.6425
互联网	19	0.0001	0.6427
过量	19	0.0001	0.6428
骨质	19	0.0001	0.6430
交叉	19	0.0001	0.6431
果树	19	0.0001	0.6432
权重	19	0.0001	0.6434
小肠	19	0.0001	0.6435
斑点	19	0.0001	0.6437
菌落	19	0.0001	0.6438
精品	19	0.0001	0.6439
病程	19	0.0001	0.6441
单抗	19	0.0001	0.6442
皮层	19	0.0001	0.6444
半乳糖	19	0.0001	0.6445
鼠疫	19	0.0001	0.6447
长链	19	0.0001	0.6448
存活	19	0.0001	0.6449
纹理	19	0.0001	0.6451
黑果	18	0.0001	0.6452
天牛	18	0.0001	0.6454
医学院校	18	0.0001	0.6455
反演	18	0.0001	0.6456
落叶松	18	0.0001	0.6458
菌根	18	0.0001	0.6459
苯丙氨酸	18	0.0001	0.6460
类似物	18	0.0001	0.6462
柠檬	18	0.0001	0.6463
单位	18	0.0001	0.6464
地球	18	0.0001	0.6466
重症	18	0.0001	0.6467
根茎	18	0.0001	0.6468
分蘖	18	0.0001	0.6470
亚组	18	0.0001	0.6471
光质	18	0.0001	0.6472
补体	18	0.0001	0.6474
心肌梗死	18	0.0001	0.6475
静息	18	0.0001	0.6476
农作物	18	0.0001	0.6478
父亲	18	0.0001	0.6479
输卵管	18	0.0001	0.6480
产品	18	0.0001	0.6482
专利	18	0.0001	0.6483
不亲	18	0.0001	0.6485
腋芽	18	0.0001	0.6486
抗旱性	18	0.0001	0.6487
金黄色	18	0.0001	0.6489
检查点	18	0.0001	0.6490
酒精性	18	0.0001	0.6491
木质部	18	0.0001	0.6493
子代	18	0.0001	0.6494
转运体	18	0.0001	0.6495
胸肌	18	0.0001	0.6497
精子发生	18	0.0001	0.6498
保护区	18	0.0001	0.6499
酶类	18	0.0001	0.6501
框架	18	0.0001	0.6502
枇杷	18	0.0001	0.6503
正确率	18	0.0001	0.6505
梯度	18	0.0001	0.6506
百分比	18	0.0001	0.6507
胸腺	18	0.0001	0.6509
雌性	18	0.0001	0.6510
胚珠	18	0.0001	0.6511
地理学	18	0.0001	0.6513
耳聋	18	0.0001	0.6514
格局	18	0.0001	0.6515
体长	18	0.0001	0.6517
角质	18	0.0001	0.6518
虫体	18	0.0001	0.6520
情绪	18	0.0001	0.6521
保守序列	18	0.0001	0.6522
微藻	18	0.0001	0.6524
原理	18	0.0001	0.6525
芸薹	18	0.0001	0.6526
家兔	18	0.0001	0.6528
果糖	18	0.0001	0.6529
腺瘤	18	0.0001	0.6530
光源	18	0.0001	0.6532
共振	18	0.0001	0.6533
胞外	18	0.0001	0.6534
活体	18	0.0001	0.6536
反义	18	0.0001	0.6537
脑科学	17	0.0001	0.6538
亚种	17	0.0001	0.6540
变种	17	0.0001	0.6541
医生	17	0.0001	0.6542
脑电	17	0.0001	0.6543
菌核	17	0.0001	0.6545
脂肪酶	17	0.0001	0.6546
生化	17	0.0001	0.6547
寄生虫	17	0.0001	0.6548
中性	17	0.0001	0.6550
矿物	17	0.0001	0.6551
综合性	17	0.0001	0.6552
附睾	17	0.0001	0.6554
木质	17	0.0001	0.6555
半夏	17	0.0001	0.6556
生殖细胞	17	0.0001	0.6557
疼痛	17	0.0001	0.6559
基底	17	0.0001	0.6560
神经细胞	17	0.0001	0.6561
硝酸盐	17	0.0001	0.6562
病理学	17	0.0001	0.6564
充质	17	0.0001	0.6565
出版发行	17	0.0001	0.6566
效能	17	0.0001	0.6568
锦鸡儿	17	0.0001	0.6569
动物模型	17	0.0001	0.6570
谷氨酸	17	0.0001	0.6571
海绵	17	0.0001	0.6573
咨询	17	0.0001	0.6574
研究者	17	0.0001	0.6575
黑色素	17	0.0001	0.6576
背景	17	0.0001	0.6578
路径	17	0.0001	0.6579
饮食	17	0.0001	0.6580
退行性	17	0.0001	0.6582
血糖	17	0.0001	0.6583
皮质	17	0.0001	0.6584
碳源	17	0.0001	0.6585
可视化	17	0.0001	0.6587
老化	17	0.0001	0.6588
青霉	17	0.0001	0.6589
甘油三酯	17	0.0001	0.6590
党参	17	0.0001	0.6592
分泌物	17	0.0001	0.6593
易感性	17	0.0001	0.6594
数字	17	0.0001	0.6596
寡核苷酸	17	0.0001	0.6597
盘菌	17	0.0001	0.6598
蚜虫	17	0.0001	0.6599
规范	17	0.0001	0.6601
萼片	17	0.0001	0.6602
牙鲆	17	0.0001	0.6603
牡蛎	17	0.0001	0.6604
床位	17	0.0001	0.6606
幼果	17	0.0001	0.6607
古菌	17	0.0001	0.6608
预警	17	0.0001	0.6610
谱分析	17	0.0001	0.6611
液体	17	0.0001	0.6612
蛋白组学	17	0.0001	0.6613
氏菌	17	0.0001	0.6615
癌基因	17	0.0001	0.6616
地球化学	17	0.0001	0.6617
志愿者	17	0.0001	0.6618
老叶	17	0.0001	0.6620
光纤	17	0.0001	0.6621
形式	17	0.0001	0.6622
线性表	17	0.0001	0.6624
结果表明	17	0.0001	0.6625
甜橙	17	0.0001	0.6626
图书	17	0.0001	0.6627
情报	17	0.0001	0.6629
肉鸡	17	0.0001	0.6630
工作	17	0.0001	0.6631
剖面	17	0.0001	0.6632
香气	17	0.0001	0.6634
绒山羊	17	0.0001	0.6635
汉族	17	0.0001	0.6636
针灸	17	0.0001	0.6637
橡胶	17	0.0001	0.6639
术语	17	0.0001	0.6640
个数	17	0.0001	0.6641
居群	17	0.0001	0.6643
决策	17	0.0001	0.6644
菌种	16	0.0001	0.6645
蔷薇科	16	0.0001	0.6646
蚊虫	16	0.0001	0.6647
竹笋	16	0.0001	0.6649
房颤	16	0.0001	0.6650
腺苷	16	0.0001	0.6651
血症	16	0.0001	0.6652
脯氨酸	16	0.0001	0.6653
肠道病毒	16	0.0001	0.6655
免疫系统	16	0.0001	0.6656
社会	16	0.0001	0.6657
经典	16	0.0001	0.6658
角膜	16	0.0001	0.6659
吸虫	16	0.0001	0.6661
教学模式	16	0.0001	0.6662
朋友	16	0.0001	0.6663
胶孢	16	0.0001	0.6664
毛囊	16	0.0001	0.6665
增强子	16	0.0001	0.6667
层析	16	0.0001	0.6668
海域	16	0.0001	0.6669
氢键	16	0.0001	0.6670
主题	16	0.0001	0.6671
耐高温	16	0.0001	0.6673
染毒	16	0.0001	0.6674
动力	16	0.0001	0.6675
世纪	16	0.0001	0.6676
精神分裂症	16	0.0001	0.6677
扇贝	16	0.0001	0.6679
油酸	16	0.0001	0.6680
雄花	16	0.0001	0.6681
原虫	16	0.0001	0.6682
支气管	16	0.0001	0.6683
挑战	16	0.0001	0.6685
发育期	16	0.0001	0.6686
光声	16	0.0001	0.6687
银屑病	16	0.0001	0.6688
时序	16	0.0001	0.6689
春化	16	0.0001	0.6691
提取物	16	0.0001	0.6692
全局	16	0.0001	0.6693
死亡率	16	0.0001	0.6694
世界	16	0.0001	0.6695
加氧酶	16	0.0001	0.6697
禾谷	16	0.0001	0.6698
数据挖掘	16	0.0001	0.6699
秸秆	16	0.0001	0.6700
气象	16	0.0001	0.6701
现象	16	0.0001	0.6702
氨酸	16	0.0001	0.6704
药品	16	0.0001	0.6705
黑斑	16	0.0001	0.6706
投稿	16	0.0001	0.6707
传染病	16	0.0001	0.6708
英文	16	0.0001	0.6710
工程学	16	0.0001	0.6711
半导体	16	0.0001	0.6712
试剂盒	16	0.0001	0.6713
细胞骨架	16	0.0001	0.6714
糖链	16	0.0001	0.6716
淀粉酶	16	0.0001	0.6717
蝙蝠	16	0.0001	0.6718
种皮	16	0.0001	0.6719
丙酮酸	16	0.0001	0.6720
解氨酶	16	0.0001	0.6722
肝病	16	0.0001	0.6723
肾癌	16	0.0001	0.6724
大分子	16	0.0001	0.6725
概念	16	0.0001	0.6726
战略	16	0.0001	0.6728
脑缺血	16	0.0001	0.6729
脂类	16	0.0001	0.6730
抗盐	16	0.0001	0.6731
概率	16	0.0001	0.6732
疫霉	16	0.0001	0.6734
海拔	16	0.0001	0.6735
题目	16	0.0001	0.6736
软腐病	16	0.0001	0.6737
研究成果	16	0.0001	0.6738
极端	15	0.0001	0.6740
高分辨率	15	0.0001	0.6741
骨骼	15	0.0001	0.6742
四倍体	15	0.0001	0.6743
糖酵解	15	0.0001	0.6744
识别率	15	0.0001	0.6745
复性	15	0.0001	0.6746
肺结核	15	0.0001	0.6747
内脏	15	0.0001	0.6749
基因座	15	0.0001	0.6750
鼻咽癌	15	0.0001	0.6751
角果	15	0.0001	0.6752
长白猪	15	0.0001	0.6753
黑色素瘤	15	0.0001	0.6754
地黄	15	0.0001	0.6755
膜结构	15	0.0001	0.6756
催化活性	15	0.0001	0.6757
野生大豆	15	0.0001	0.6759
咖啡	15	0.0001	0.6760
平板	15	0.0001	0.6761
香菇	15	0.0001	0.6762
地位	15	0.0001	0.6763
神经节	15	0.0001	0.6764
枝菌	15	0.0001	0.6765
抗寒性	15	0.0001	0.6766
次数	15	0.0001	0.6768
滑膜	15	0.0001	0.6769
除草剂	15	0.0001	0.6770
膝关节	15	0.0001	0.6771
功能障碍	15	0.0001	0.6772
珊瑚	15	0.0001	0.6773
活血	15	0.0001	0.6774
听力	15	0.0001	0.6775
意蜂	15	0.0001	0.6777
乌贼	15	0.0001	0.6778
原位杂交	15	0.0001	0.6779
网络图	15	0.0001	0.6780
药组	15	0.0001	0.6781
靶位	15	0.0001	0.6782
房棘球	15	0.0001	0.6783
蛹期	15	0.0001	0.6784
生育期	15	0.0001	0.6786
中蜂	15	0.0001	0.6787
丙烷	15	0.0001	0.6788
绿原	15	0.0001	0.6789
肾小管	15	0.0001	0.6790
菌核病	15	0.0001	0.6791
木霉	15	0.0001	0.6792
内分泌	15	0.0001	0.6793
传输	15	0.0001	0.6795
三萜类	15	0.0001	0.6796
球茎	15	0.0001	0.6797
外排	15	0.0001	0.6798
胚轴	15	0.0001	0.6799
肉桂酸	15	0.0001	0.6800
脾虚	15	0.0001	0.6801
发作	15	0.0001	0.6802
定性	15	0.0001	0.6803
动作	15	0.0001	0.6805
工艺	15	0.0001	0.6806
视频	15	0.0001	0.6807
导管	15	0.0001	0.6808
开花期	15	0.0001	0.6809
轮廓	15	0.0001	0.6810
炎性	15	0.0001	0.6811
血吸虫病	15	0.0001	0.6812
放线菌	15	0.0001	0.6814
倍数	15	0.0001	0.6815
理性	15	0.0001	0.6816
种间	15	0.0001	0.6817
磁场	15	0.0001	0.6818
菌丝体	15	0.0001	0.6819
虫草	15	0.0001	0.6820
移码	15	0.0001	0.6821
腺病毒	15	0.0001	0.6823
医药	15	0.0001	0.6824
成果	15	0.0001	0.6825
核糖核酸	15	0.0001	0.6826
胞外区	15	0.0001	0.6827
流体	15	0.0001	0.6828
传染性	15	0.0001	0.6829
白蚁	15	0.0001	0.6830
体液	15	0.0001	0.6832
医学杂志	15	0.0001	0.6833
小种	15	0.0001	0.6834
羽化	15	0.0001	0.6835
内参	15	0.0001	0.6836
保持系	15	0.0001	0.6837
胶原蛋白	15	0.0001	0.6838
石墨	15	0.0001	0.6839
原因	15	0.0001	0.6841
溃疡	15	0.0001	0.6842
文章	15	0.0001	0.6843
氨基	15	0.0001	0.6844
遗址	15	0.0001	0.6845
电针	15	0.0001	0.6846
氮源	15	0.0001	0.6847
衣藻	15	0.0001	0.6848
幅度	15	0.0001	0.6849
卷曲	15	0.0001	0.6851
教育	15	0.0001	0.6852
防御反应	15	0.0001	0.6853
中枢	15	0.0001	0.6854
直径	15	0.0001	0.6855
桉树	15	0.0001	0.6856
基因组研究	15	0.0001	0.6857
逆向	15	0.0001	0.6858
唾液腺	15	0.0001	0.6860
课题组	15	0.0001	0.6861
烯醇	14	0.0001	0.6862
黄花	14	0.0001	0.6863
黄体期	14	0.0001	0.6864
进化速率	14	0.0001	0.6865
极性	14	0.0001	0.6866
竞争性	14	0.0001	0.6867
活跃	14	0.0001	0.6868
下肢	14	0.0001	0.6869
供试	14	0.0001	0.6870
侧耳	14	0.0001	0.6871
糖酶	14	0.0001	0.6872
可能性	14	0.0001	0.6873
硝态	14	0.0001	0.6874
证明	14	0.0001	0.6875
设置	14	0.0001	0.6876
甲基化酶	14	0.0001	0.6877
肌动蛋白	14	0.0001	0.6879
抗病品种	14	0.0001	0.6880
微观	14	0.0001	0.6881
益气	14	0.0001	0.6882
肾小球	14	0.0001	0.6883
晶状体	14	0.0001	0.6884
抗逆性	14	0.0001	0.6885
水生	14	0.0001	0.6886
植入	14	0.0001	0.6887
语音	14	0.0001	0.6888
方法学	14	0.0001	0.6889
区分	14	0.0001	0.6890
热稳定性	14	0.0001	0.6891
青枯病	14	0.0001	0.6892
血清型	14	0.0001	0.6893
衣壳	14	0.0001	0.6894
名录	14	0.0001	0.6895
结尾	14	0.0001	0.6896
树皮	14	0.0001	0.6897
萤叶	14	0.0001	0.6898
护理	14	0.0001	0.6899
稳态	14	0.0001	0.6901
固氮	14	0.0001	0.6902
高风险	14	0.0001	0.6903
黄素	14	0.0001	0.6904
负相关	14	0.0001	0.6905
调节剂	14	0.0001	0.6906
顶芽	14	0.0001	0.6907
泌体	14	0.0001	0.6908
结节	14	0.0001	0.6909
关节炎	14	0.0001	0.6910
硝化	14	0.0001	0.6911
代表	14	0.0001	0.6912
核酸酶	14	0.0001	0.6913
组间	14	0.0001	0.6914
柔性	14	0.0001	0.6915
可抑制	14	0.0001	0.6916
胞囊	14	0.0001	0.6917
泌乳	14	0.0001	0.6918
软化	14	0.0001	0.6919
柱头	14	0.0001	0.6920
感器	14	0.0001	0.6921
矮化	14	0.0001	0.6923
芽胞	14	0.0001	0.6924
放化疗	14	0.0001	0.6925
正常人	14	0.0001	0.6926
谱系	14	0.0001	0.6927
碗藓	14	0.0001	0.6928
极地	14	0.0001	0.6929
规则	14	0.0001	0.6930
血红素	14	0.0001	0.6931
菌体	14	0.0001	0.6932
研制	14	0.0001	0.6933
梭子蟹	14	0.0001	0.6934
茎秆	14	0.0001	0.6935
登革热	14	0.0001	0.6936
枯草	14	0.0001	0.6937
烟粉	14	0.0001	0.6938
二倍体	14	0.0001	0.6939
尺寸	14	0.0001	0.6940
艾滋病	14	0.0001	0.6941
灾害	14	0.0001	0.6942
变性	14	0.0001	0.6943
羧酸	14	0.0001	0.6944
杂种优势	14	0.0001	0.6946
苋菜	14	0.0001	0.6947
溶菌酶	14	0.0001	0.6948
经济	14	0.0001	0.6949
细胞器	14	0.0001	0.6950
联网	14	0.0001	0.6951
大熊猫	14	0.0001	0.6952
研究院	14	0.0001	0.6953
学术论文	14	0.0001	0.6954
制剂	14	0.0001	0.6955
淋巴瘤	14	0.0001	0.6956
大肠癌	14	0.0001	0.6957
根瘤	14	0.0001	0.6958
研究组	14	0.0001	0.6959
茄科	14	0.0001	0.6960
大学	14	0.0001	0.6961
低剂量	14	0.0001	0.6962
田间	14	0.0001	0.6963
地理分布	14	0.0001	0.6964
文本	14	0.0001	0.6965
着色	14	0.0001	0.6966
单株	14	0.0001	0.6968
计算机	14	0.0001	0.6969
企业	14	0.0001	0.6970
脂肪肝	14	0.0001	0.6971
和根	14	0.0001	0.6972
芹菜	14	0.0001	0.6973
纳米材料	14	0.0001	0.6974
单核	14	0.0001	0.6975
歧化酶	14	0.0001	0.6976
环形	14	0.0001	0.6977
杀虫剂	14	0.0001	0.6978
植物学	14	0.0001	0.6979
毒理学	14	0.0001	0.6980
投影	14	0.0001	0.6981
外源性	14	0.0001	0.6982
花朵	14	0.0001	0.6983
青花菜	14	0.0001	0.6984
冠层	14	0.0001	0.6985
学院	14	0.0001	0.6986
红细胞	14	0.0001	0.6987
界面	13	0.0001	0.6988
聚酮	13	0.0001	0.6989
像素	13	0.0001	0.6990
轴突	13	0.0001	0.6991
遗传病	13	0.0001	0.6992
农村	13	0.0001	0.6993
住院	13	0.0001	0.6994
核小体	13	0.0001	0.6995
搜索引擎	13	0.0001	0.6996
居民	13	0.0001	0.6997
侧根	13	0.0001	0.6998
肉桂	13	0.0001	0.6999
法医	13	0.0001	0.7000
神经肽	13	0.0001	0.7001
预测出	13	0.0001	0.7002
海水	13	0.0001	0.7003
化酶	13	0.0001	0.7004
嫩叶	13	0.0001	0.7005
黑腹	13	0.0001	0.7006
纯度	13	0.0001	0.7007
分生组织	13	0.0001	0.7008
多肽链	13	0.0001	0.7009
骨架	13	0.0001	0.7010
红麻	13	0.0001	0.7011
共识	13	0.0001	0.7012
佐剂	13	0.0001	0.7013
食心虫	13	0.0001	0.7014
杂交瘤	13	0.0001	0.7015
金针菇	13	0.0001	0.7016
双歧	13	0.0001	0.7017
生命体	13	0.0001	0.7018
肺动脉	13	0.0001	0.7019
健康人	13	0.0001	0.7020
沙葱	13	0.0001	0.7020
花粉管	13	0.0001	0.7021
角度	13	0.0001	0.7022
烯酸	13	0.0001	0.7023
高质量	13	0.0001	0.7024
热带	13	0.0001	0.7025
酰化	13	0.0001	0.7026
骨细胞	13	0.0001	0.7027
穴位	13	0.0001	0.7028
甾醇	13	0.0001	0.7029
直肠	13	0.0001	0.7030
病患者	13	0.0001	0.7031
危害	13	0.0001	0.7032
证据	13	0.0001	0.7033
椎间盘	13	0.0001	0.7034
级联	13	0.0001	0.7035
弱酸性	13	0.0001	0.7036
幼体	13	0.0001	0.7037
准确性	13	0.0001	0.7038
良性	13	0.0001	0.7039
粒径	13	0.0001	0.7040
外套膜	13	0.0001	0.7041
苏氨酸	13	0.0001	0.7042
猪种	13	0.0001	0.7043
奶山羊	13	0.0001	0.7044
刺参	13	0.0001	0.7045
高产	13	0.0001	0.7046
负荷	13	0.0001	0.7047
支架	13	0.0001	0.7048
红豆杉	13	0.0001	0.7049
条锈病	13	0.0001	0.7050
轨迹	13	0.0001	0.7051
注册号	13	0.0001	0.7052
体积	13	0.0001	0.7053
思维	13	0.0001	0.7054
雌虫	13	0.0001	0.7055
感受器	13	0.0001	0.7056
定点	13	0.0001	0.7056
乳酸菌	13	0.0001	0.7057
仪器	13	0.0001	0.7058
肝硬化	13	0.0001	0.7059
浸润性	13	0.0001	0.7060
甲硫氨酸	13	0.0001	0.7061
代谢工程	13	0.0001	0.7062
过敏性	13	0.0001	0.7063
虹鳟	13	0.0001	0.7064
历史	13	0.0001	0.7065
成因	13	0.0001	0.7066
肿瘤学	13	0.0001	0.7067
干旱区	13	0.0001	0.7068
野生动物	13	0.0001	0.7069
热力学	13	0.0001	0.7070
调节作用	13	0.0001	0.7071
网络分析	13	0.0001	0.7072
瓢虫	13	0.0001	0.7073
解旋酶	13	0.0001	0.7074
杀虫	13	0.0001	0.7075
环氧	13	0.0001	0.7076
折射率	13	0.0001	0.7077
黄色	13	0.0001	0.7078
硬度	13	0.0001	0.7079
教授	13	0.0001	0.7080
戊二酰	13	0.0001	0.7081
